brand,name,old_price,new_price,ml,concentration,item_rating,seller,seller_rating,num_seller_ratings
SWISS ARABIAN,Edge EDT 100ml,"AED, ,90.00, ",,wrangle from name,wrangle from name,,Swiss Arabian Perfumes,4.3,76
Amouroud,Bois D Orient (U) EDP 100ml,312.00,270.00,wrangle from name,wrangle from name,,branded perfume,3.3,394
ROCHAS,Pack Of 2 Secret EDP 2x50ml,"AED, ,175.00","AED, ,155.00, ",wrangle from name,wrangle from name,,DiscountPerfumeWorld,3.4,340
Tiziana Terenzi,Gumin EDP 100ml,664.00,574.10,wrangle from name,wrangle from name,,DiscountPerfumeWorld,3.4,340
Kenneth Cole,Kenneth Cole EDP 100ml,"AED, ,133.00","AED, ,77.75, ",wrangle from name,wrangle from name,,noon,4,7.7K
SWISS ARABIAN,Oud Maknoon EDP 45ml,317.00,235.00,wrangle from name,wrangle from name,,Swiss Arabian Perfumes,4.3,76
Michael Kors,Glam Ruby EDP 100ml,190.00,142.55,wrangle from name,wrangle from name,,noon,4,7.7K
Atkinsons,1799 Posh on the Green EDP 100ml,532.35,274.00,wrangle from name,wrangle from name,,branded perfume,3.3,394
Reyane Tradition,Melle Elsatys EDP 100ml,"AED, ,315.00, ",,wrangle from name,wrangle from name,,branded perfume,3.3,394
EMETEN,Destiny Allah Perfume 60ml,"AED, ,80.00","AED, ,46.90, ",wrangle from name,wrangle from name,,SuperStyle,3.8,417
CREED,Acqua Originale Aberdeen Lavender EDP 100ml,"AED, ,1200.00","AED, ,529.47, ",wrangle from name,wrangle from name,,Perfumery&Co,3.7,590
BVLGARI,Le Gemme Ashlemah EDP 100ml,"AED, ,624.00","AED, ,454.05, ",wrangle from name,wrangle from name,,Perfumery&Co,3.7,590
V Canto,Amans EDP 100ml,248.00,220.35,wrangle from name,wrangle from name,,DJperfumes,3.5,1.7K
MONTALE,Wood And Spices EDP 100ml,"AED, ,282.00","AED, ,165.85, ",wrangle from name,wrangle from name,,noon,4,7.7K
Alexandre J,Black Muscs EDP 100ml,438.00,161.45,wrangle from name,wrangle from name,,noon,4,48.9K
Ajmal,Aristocrat EDP 75ml,"AED, ,210.00, ",,wrangle from name,wrangle from name,,Ajmal Perfumes,4.1,34
Mancera,Roses Greedy EDP 120ml,445.00,250.75,wrangle from name,wrangle from name,,noon,4,7.7K
BURBERRY,Burberry Body Intense EDP 60ml,216.00,134.10,wrangle from name,wrangle from name,,DJperfumes,3.5,1.7K
Givenchy,Dahlia Divin EDP 75ml,"AED, ,382.00","AED, ,221.00, ",wrangle from name,wrangle from name,,Perfumery&Co,3.7,590
Salvatore Ferragamo,Emozione EDP 92ml,"AED, ,341.63","AED, ,109.80, ",wrangle from name,wrangle from name,,noon,4,7.7K
Giorgio,Giorgio Aromatics EDP 100ml,"AED, ,72.00","AED, ,33.25, ",wrangle from name,wrangle from name,,Giorgio Perfumes Original,4,23
PRADA,Milano Les Infusions D'iris EDP 200ml,"AED, ,444.00","AED, ,338.00, ",wrangle from name,wrangle from name,,Perfumery&Co,3.7,590
VERSACE,Oud Oriental EDP 100ml,535.00,209.55,wrangle from name,wrangle from name,,Perfumery&Co,3.7,590
TOM FORD,Vanille EDP 50ml,"AED, ,640.50, ",,wrangle from name,wrangle from name,,Al Aflah Trading LLC,1.7,46
Rasasi,Nafaeis Al Shaghaf EDP 100ml,111.95,,wrangle from name,wrangle from name,,noon,4,7.7K
Yves Saint Laurent,Yves Libre EDP 50ml,"AED, ,330.00","AED, ,316.50, ",wrangle from name,wrangle from name,,noon,4,7.7K
Calvin Klein,CK Eternity Moment (L) EDP 100ml,"AED, ,204.33","AED, ,87.75, ",wrangle from name,wrangle from name,,PERFUMES GALLERY,3.3,81
VALENTINO,Valentina EDP 50ml,"AED, ,237.00","AED, ,185.15, ",wrangle from name,wrangle from name,,Fragrance House,3.5,246
Calvin Klein,Euphoria Amber Gold EDP 100ml,"AED, ,200.00","AED, ,108.00, ",wrangle from name,wrangle from name,,Fragrance House,3.5,246
Calvin Klein,Intense EDP 50ml,"AED, ,99.95, ",,wrangle from name,wrangle from name,,noon,4,7.7K
Mancera,Aoud Sandroses EDP 120ml,"AED, ,331.91","AED, ,239.67, ",wrangle from name,wrangle from name,,DJperfumes,3.5,1.7K
RoccoBarocco,Jeans EDP 75ml,112.00,65.40,wrangle from name,wrangle from name,,DiscountPerfumeWorld,3.4,340
Linea De Bella,Velvet Collection Lido EDP 100ml,"AED, ,385.00","AED, ,198.95, ",wrangle from name,wrangle from name,,branded perfume,3.3,394
Memo Paris,Irish Leather EDP For Unisex 75ml,599.00,568.00,wrangle from name,wrangle from name,,Perfumery&Co,3.7,590
Amazing Creation,Roses & Oud Perfume EDP PFB00146 100ml,"AED, ,96.00","AED, ,85.45, ",wrangle from name,wrangle from name,,noon,4,7.7K
Amazing Creation,Addict Perfume For Women EDP PFB00140 100ml,"AED, ,116.00","AED, ,94.50, ",wrangle from name,wrangle from name,,noon,4,7.7K
Amazing Creation,The Panther Perfume For Women EDP PFB00138 100ml,"AED, ,116.00","AED, ,104.35, ",wrangle from name,wrangle from name,,noon,4,7.7K
Afnan,9 Pm EDP 100ml,89.11,70.40,wrangle from name,wrangle from name,,Perfumery&Co,3.7,590
Amazing Creation,Demon Perfume For Women EDP PFB00141 100ml,"AED, ,116.00","AED, ,104.35, ",wrangle from name,wrangle from name,,noon,4,7.7K
SWISS ARABIAN,Royal Mystery EDP 100ml,"AED, ,150.00, ",,wrangle from name,wrangle from name,,Swiss Arabian Perfumes,4.3,76
Amazing Creation,Paradiso Perfume For Women EDP PFB00147 100ml,"AED, ,96.00","AED, ,94.50, ",wrangle from name,wrangle from name,,noon,4,7.7K
SWISS ARABIAN,Walaa EDP 50ml,"AED, ,216.00","AED, ,180.00, ",wrangle from name,wrangle from name,,Swiss Arabian Perfumes,4.3,76
The House Of Oud,Wonderly EDP 75ml,"AED, ,778.00","AED, ,427.15, ",wrangle from name,wrangle from name,,DJperfumes,3.5,1.7K
CHOPARD,Musk Malaki EDP 80ml,330.00,141.95,wrangle from name,wrangle from name,,noon,4,7.7K
BOUCHERON,Santal De Kandy EDP 125ml,"AED, ,375.75, ",,wrangle from name,wrangle from name,,Fragrance House,3.5,246
BOUCHERON,Orange De Bahia EDP 125ml,"AED, ,371.00","AED, ,369.00, ",wrangle from name,wrangle from name,,noon,4,48.9K
TRUSSARDI,Donna Intense EDP 100ml,"AED, ,499.00","AED, ,377.85, ",wrangle from name,wrangle from name,,Perfumery&Co,3.7,590
Panouge,Perle Rare EDP 100ml,"AED, ,740.00","AED, ,158.90, ",wrangle from name,wrangle from name,,noon,4,48.9K
Amouroud,Bois D Orient EDP 100ml,"AED, ,261.25","AED, ,232.65, ",wrangle from name,wrangle from name,,Perfumery&Co,3.7,590
GUCCI,Guilty Oud EDP 90ml,"AED, ,228.00, ",,wrangle from name,wrangle from name,,Al Aflah Trading LLC,1.7,46
AMWAAJ,Shaghaf EDP 100ml,"AED, ,99.00","AED, ,43.20, ",wrangle from name,wrangle from name,,noon,4,7.7K
EMETEN,Farihah For Her Perfume 25ml,"AED, ,80.00","AED, ,28.87, ",wrangle from name,wrangle from name,,SuperStyle,3.8,417
Lattafa,Awraq Al Oud 100ml,62.00,34.00,wrangle from name,wrangle from name,,umeema,3,105
Rasasi,Entebaa Pour Femme EDP 100ml,"AED, ,113.70, ",,wrangle from name,wrangle from name,,noon,4,48.9K
AMWAAJ,Al Khayaal EDP 100ml,"AED, ,99.00","AED, ,33.60, ",wrangle from name,wrangle from name,,noon,4,48.9K
Niya,Leather Oud Tester 2ml,5.00,,wrangle from name,wrangle from name,,noon Brands,4.1,693
ARMAF SERIES,Vanity Femme Essence EDP 100ml,"AED, ,100.60, ",,wrangle from name,wrangle from name,,noon,4,48.9K
Dolce & Gabbana,K EDP 100ml,"AED, ,500.00","AED, ,228.95, ",wrangle from name,wrangle from name,,Perfumery&Co,3.7,590
MONTALE,Roses Musk EDP 100ml,375.00,249.90,wrangle from name,wrangle from name,,noon,4,7.7K
Giorgio,Giorgio Chic EDP 100ml,"AED, ,78.00","AED, ,29.25, ",wrangle from name,wrangle from name,,Giorgio Perfumes Original,4,23
Costume National,Soul EDP 100ml,200.00,181.00,wrangle from name,wrangle from name,,noon,4,48.9K
Ajmal,Kuro EDP 90ml,99.75,75.25,wrangle from name,wrangle from name,,DJperfumes,3.5,1.7K
STELLA MCCARTNEY,Pop Bluebell EDP 100ml,"AED, ,154.92","AED, ,90.00, ",wrangle from name,wrangle from name,,branded perfume,3.3,394
Zayen,Pure Blanc EDP 100ml,"AED, ,34.00, ",,wrangle from name,wrangle from name,,noon,4,48.9K
Mancera,Wild Leather EDP 120ml,"AED, ,335.00","AED, ,235.65, ",wrangle from name,wrangle from name,,DJperfumes,3.5,1.7K
Calvin Klein,Beauty EDP 100ml,"AED, ,182.00","AED, ,82.70, ",wrangle from name,wrangle from name,,noon,4,7.7K
Yves Saint Laurent,Splendid Wood EDP 80ml,"AED, ,959.50, ",,wrangle from name,wrangle from name,,noon,4,7.7K
Calvin Klein,Reveal EDP 100ml,206.56,98.25,wrangle from name,wrangle from name,,noon,4,7.7K
Givenchy,Hot Couture EDP 50ml,"AED, ,150.05, ",,wrangle from name,wrangle from name,,noon,4,7.7K
CHOPARD,Black Incense Malaki EDP 80ml,"AED, ,699.00","AED, ,210.45, ",wrangle from name,wrangle from name,,Perfumery&Co,3.7,590
LALIQUE,Satine EDP 100ml,"AED, ,359.00","AED, ,87.60, ",wrangle from name,wrangle from name,,noon,4,7.7K
CHOPARD,Happy Spirit EDP 75ml,305.00,112.85,wrangle from name,wrangle from name,,noon,4,7.7K
Elizabeth Arden,Beauty EDP 100ml,122.22,49.45,wrangle from name,wrangle from name,,noon,4,7.7K
Lolita Lempicka,Lolita Lempicka EDP 100ml,413.00,192.00,wrangle from name,wrangle from name,,Perfumery&Co,3.7,590
Britney Spears,Fantasy EDP 100ml,127.60,65.40,wrangle from name,wrangle from name,,noon,4,7.7K
Elizabeth Arden,Green Tea EDP 100ml,216.20,48.70,wrangle from name,wrangle from name,,noon,4,7.7K
YVES,Tuxedo EDP 125ml,1718.00,886.40,wrangle from name,wrangle from name,,noon,4,7.7K
EISENBERG,J’ose Eau De Perfume 100ml,"AED, ,1999.00","AED, ,695.00, ",wrangle from name,wrangle from name,,MG.Store,3,2.3K
Dior,Joy EDP 50ml,"AED, ,445.00","AED, ,306.25, ",wrangle from name,wrangle from name,,Perfumery&Co,3.7,590
Franck Olivier,In Pink EDP 75ml,71.00,44.30,wrangle from name,wrangle from name,,Perfumery&Co,3.7,590
MONTALE,Black Aoud EDP 100ml,370.00,192.55,wrangle from name,wrangle from name,,Perfumery&Co,3.7,590
Lattafa,Faouz Luxury Collection EDP 50ml,"AED, ,23.50, ",,wrangle from name,wrangle from name,,noon,4,7.7K
VERSACE,Eros Flame EDP 5ml,"AED, ,25.00, ",,wrangle from name,wrangle from name,,branded perfume,3.3,394
Givenchy,Hot Couture EDP 100ml,"AED, ,515.00","AED, ,150.00, ",wrangle from name,wrangle from name,,noon,4,48.9K
BURBERRY,For Women EDP Natural Spray 100ml,295.00,108.15,wrangle from name,wrangle from name,,noon,4,7.7K
CHOPARD,Wish EDP 75ml,150.00,81.00,wrangle from name,wrangle from name,,Fragrance House,3.5,246
Lattafa,Ana Abiyedh EDP 60ml,62.00,32.00,wrangle from name,wrangle from name,,Perfumery&Co,3.7,590
HUGO BOSS,Extreme EDP 100ml,"AED, ,355.00","AED, ,143.00, ",wrangle from name,wrangle from name,,noon,4,7.7K
Calvin Klein,Eternity Moment EDP 100ml,"AED, ,82.40, ",,wrangle from name,wrangle from name,,Perfumery&Co,3.7,590
LANVIN,Eclat De Fleurs EDP 30ml,102.00,51.50,wrangle from name,wrangle from name,,Perfumery&Co,3.7,590
V Canto,Stricnina EDP 100ml,437.70,293.35,wrangle from name,wrangle from name,,Perfumery&Co,3.7,590
Giorgio,Giorgio Truth Man EDP 100mililiter,"AED, ,72.00","AED, ,33.25, ",wrangle from name,wrangle from name,,Giorgio Perfumes Original,4,23
BOTANICAE,Botanicae En Route EDP 100ml,134.00,71.00,wrangle from name,wrangle from name,,DiscountPerfumeWorld,3.4,340
CARTIER,La Panthere EDP 75ml,"AED, ,424.00","AED, ,259.95, ",wrangle from name,wrangle from name,,noon,4,7.7K
Giorgio,Royal Turquoise EDP 100ml,"AED, ,85.00","AED, ,34.45, ",wrangle from name,wrangle from name,,Giorgio Perfumes Original,4,23
Mancera,Red Tobacco EDP 2ml,"AED, ,14.95, ",,wrangle from name,wrangle from name,,PERFUMES GALLERY,3.3,81
Thomas Kosmala,No.4 Apres L'Amour EDP 100ml,725.00,450.35,wrangle from name,wrangle from name,,noon,4,7.7K
CHOPARD,Happy Spirit Bouquet D'amour EDP 75ml,"AED, ,199.95","AED, ,199.20, ",wrangle from name,wrangle from name,,DJperfumes,3.5,1.7K
RALPH LAUREN,Rose EDP 100ml,"AED, ,752.00","AED, ,600.00, ",wrangle from name,wrangle from name,,branded perfume,3.3,394
PRADA,"2-Piece Candy Gloss EDP Set 1x EDP 80, 1x EDP 30ml","AED, ,393.00","AED, ,281.80, ",wrangle from name,wrangle from name,,branded perfume,3.3,394
Tiziana Terenzi,Dionsio EDP 100ml,649.19,500.50,wrangle from name,wrangle from name,,DiscountPerfumeWorld,3.4,340
Dehen w 3oood,Perfume Dehen Syofi 100ml,"AED, ,100.00, ",,wrangle from name,wrangle from name,,Dehen_w_3oood,4.8,32
Dehen w 3oood,Dehen Oud Mariam 30ml,100.00,,wrangle from name,wrangle from name,,Dehen_w_3oood,4.8,32
Ard Al Zaafaran,Oud 24 Hours EDP 100ml,"AED, ,69.00","AED, ,32.00, ",wrangle from name,wrangle from name,,umeema,3,105
Amazing Creation,The Layton Perfume EDP 100ml,"AED, ,113.35, ",,wrangle from name,wrangle from name,,noon,4,7.7K
Guerlain,Mon Exclusif EDP 50ml,305.00,248.40,wrangle from name,wrangle from name,,Perfumery&Co,3.7,590
Thierry Mugler,Alien EDP 90ml,414.00,383.00,wrangle from name,wrangle from name,,PERFUMES GALLERY,3.3,81
Rasasi,Shuhrah EDP 90ml,131.00,73.10,wrangle from name,wrangle from name,,Perfumery&Co,3.7,590
SWISS ARABIAN,Wajd EDP 50ml,"AED, ,180.00, ",,wrangle from name,wrangle from name,,Swiss Arabian Perfumes,4.3,76
The House Of Oud,Golden Powder EDP 75ml,"AED, ,587.00","AED, ,458.00, ",wrangle from name,wrangle from name,,Fragrance House,3.5,246
Juicy Couture,Royal Rose EDP 100ml,200.00,133.00,wrangle from name,wrangle from name,,noon,4,7.7K
BYREDO,Oud Immortel EDP 100ml,822.00,701.00,wrangle from name,wrangle from name,,Fragrance House,3.5,246
LANVIN,Jeanne EDP 100ml,177.44,117.25,wrangle from name,wrangle from name,,Fragrance House,3.5,246
AMOUAGE,Jubilation 25 EDP 100ml,901.00,593.10,wrangle from name,wrangle from name,,Fragrance House,3.5,246
STELLA McCARTNE,Stella EDP 100ml,177.70,162.50,wrangle from name,wrangle from name,,Perfumery&Co,3.7,590
SWISS ARABIAN,Ishq EDP 50ml,"AED, ,216.00","AED, ,180.00, ",wrangle from name,wrangle from name,,Swiss Arabian Perfumes,4.3,76
Amazing Creation,Musk Oriental Perfume EDP PFB00134 100ml,"AED, ,116.00","AED, ,104.95, ",wrangle from name,wrangle from name,,noon,4,7.7K
Amouroud,Silver Birch EDP 100ml,"AED, ,684.00","AED, ,328.55, ",wrangle from name,wrangle from name,,DiscountPerfumeWorld,3.4,340
ROCHAS,Secret de Rochas EDP 100ml,122.85,80.45,wrangle from name,wrangle from name,,noon,4,7.7K
LANVIN,Eclat D' Arpege EDP 100ml,595.00,134.65,wrangle from name,wrangle from name,,DJperfumes,3.5,1.7K
Amazing Creation,Suede Perfume For Women EDP PFB00145 100ml,"AED, ,96.00","AED, ,94.50, ",wrangle from name,wrangle from name,,noon,4,7.7K
Katy Perry,Indi EDP 3.4ounce,54.00,51.50,wrangle from name,wrangle from name,,Perfumery&Co,3.7,590
KIM KARDASHIAN,Glam EDP 100ml,"AED, ,123.48","AED, ,85.00, ",wrangle from name,wrangle from name,,DJperfumes,3.5,1.7K
Ajmal,Wisal EDP 50ml,"AED, ,96.00, ",,wrangle from name,wrangle from name,,almalikaperfumestrading llc,2.3,145
Frederic Malle,Dries Van Noten EDP 100ml,1130.00,915.20,wrangle from name,wrangle from name,,Fragrance House,3.5,246
SWISS ARABIAN,Whisper EDP 90ml,55.00,,wrangle from name,wrangle from name,,Swiss Arabian Perfumes,4.3,76
AIGNER,Debut Night EDP 100ml,395.00,133.08,wrangle from name,wrangle from name,,Perfumery&Co,3.7,590
DESIGNER SHAIK,Chic Shaik No 70 EDP 80ml,550.00,408.30,wrangle from name,wrangle from name,,Fragrance House,3.5,246
VERSACE,"Eros Pour Femme EDP Gift Set EDP 100ml , 10ml","AED, ,229.00","AED, ,219.65, ",wrangle from name,wrangle from name,,noon,4,48.9K
MAISON FRANCIS KURKDAJIAN,Baccarat Rouge 540 EDP 200ml,2184.00,1708.90,wrangle from name,wrangle from name,,Perfumery&Co,3.7,590
Memo Paris,Marfa EDP 75ml,2199.00,527.65,wrangle from name,wrangle from name,,Perfumery&Co,3.7,590
AMWAAJ,Sehr Al Kalimat EDP 100ml,"AED, ,99.00","AED, ,30.00, ",wrangle from name,wrangle from name,,noon,4,48.9K
Van Cleef & Arpels,Bois D'iris EDP 75ml,"AED, ,482.00","AED, ,355.00, ",wrangle from name,wrangle from name,,DiscountPerfumeWorld,3.4,340
AMWAAJ,Mazaaj EDP 100ml,"AED, ,99.00","AED, ,43.00, ",wrangle from name,wrangle from name,,noon,4,48.9K
Rasasi,Rumz Al Rasasi 9453 Pour Elle EDP 50ml,146.00,116.00,wrangle from name,wrangle from name,,noon,4,48.9K
AMWAAJ,Al Malak Al Abiyedh EDP 100ml,"AED, ,99.00","AED, ,30.00, ",wrangle from name,wrangle from name,,noon,4,48.9K
CHLOE,Love Story EDP 75ml,475.00,190.30,wrangle from name,wrangle from name,,noon,4,7.7K
Juicy Couture,Viva La Juicy EDP 100ml,364.00,143.15,wrangle from name,wrangle from name,,noon,4,7.7K
CREED,Original Vetiver EDP 100ml,"AED, ,689.00, ",,wrangle from name,wrangle from name,,noon,4,48.9K
AMWAAJ,Saheb Al Sumou EDP 100ml,"AED, ,99.00","AED, ,43.00, ",wrangle from name,wrangle from name,,noon,4,48.9K
AMWAAJ,Saidathy Al Jameelah EDP 100ml,"AED, ,99.00","AED, ,30.00, ",wrangle from name,wrangle from name,,noon,4,48.9K
AMWAAJ,Zakariyat EDP 100ml,"AED, ,99.00","AED, ,43.00, ",wrangle from name,wrangle from name,,noon,4,48.9K
AMWAAJ,Attar Al Rooh EDP 100ml,"AED, ,99.00","AED, ,43.00, ",wrangle from name,wrangle from name,,noon,4,48.9K
MONTBLANC,Emblem Lady Elixir EDP 75ml,330.00,145.00,wrangle from name,wrangle from name,,Glazed Fashion,3.5,259
Afnan,Supremacy EDP 100ml,308.00,101.00,wrangle from name,wrangle from name,,Fragrance House,3.5,246
AMWAAJ,Mutheer EDP 100ml,"AED, ,99.00","AED, ,43.00, ",wrangle from name,wrangle from name,,noon,4,48.9K
AMWAAJ,Attar Al Rooh EDP 100ml,"AED, ,99.00","AED, ,43.00, ",wrangle from name,wrangle from name,,noon,4,48.9K
AMWAAJ,Oud Al Khaleej EDP 100ml,"AED, ,99.00","AED, ,43.20, ",wrangle from name,wrangle from name,,noon,4,7.7K
TOM FORD,Oud Fleur EDP 50ml,"AED, ,696.00","AED, ,669.00, ",wrangle from name,wrangle from name,,DJperfumes,3.5,1.7K
Ajmal,Carbon EDP 100ml,50.00,44.95,wrangle from name,wrangle from name,,noon,4,7.7K
Estee Lauder,Modern Muse EDP 50ml,"AED, ,426.00","AED, ,151.55, ",wrangle from name,wrangle from name,,noon,4,7.7K
BOUCHERON,Boucheron Edp 100ml,"AED, ,210.00","AED, ,149.95, ",wrangle from name,wrangle from name,,PERFUMES GALLERY,3.3,81
BANANA REPUBLIC,78 Vintage Green Perfume EDP 75ml,"AED, ,149.00","AED, ,83.00, ",wrangle from name,wrangle from name,,Perfumery&Co,3.7,590
Lattafa,Badr Al Badoor EDP 35ml,"AED, ,21.80, ",,wrangle from name,wrangle from name,,noon,4,7.7K
Azora,XI EDP 25ml,79.00,18.00,wrangle from name,wrangle from name,,KNOOZ AL TABEAA PERFUMES AND COSMETICS TRADING LLC,3.5,39
VERSACE,Dylan Blue EDP 50ml,"AED, ,210.84","AED, ,162.20, ",wrangle from name,wrangle from name,,noon,4,7.7K
HOUBIGANT,Quelques Fleurs L'Original EDP 100ml,383.00,247.80,wrangle from name,wrangle from name,,noon,4,7.7K
Salvatore Ferragamo,Signorina Misteriosa EDP 100ml,"AED, ,391.38","AED, ,128.05, ",wrangle from name,wrangle from name,,Perfumery&Co,3.7,590
Armaf,Odyssey White Edition EDP 80ml,"AED, ,88.26","AED, ,72.00, ",wrangle from name,wrangle from name,,noon,4,48.9K
PRADA,La Femme Intense EDP 100ml,398.00,209.60,wrangle from name,wrangle from name,,noon,4,7.7K
Alexandre J,Iris Violet EDP 100ml,370.00,151.95,wrangle from name,wrangle from name,,noon,4,7.7K
Lattafa,Shams Collection Areej EDP 35ml,"AED, ,15.20, ",,wrangle from name,wrangle from name,,DJperfumes,3.5,1.7K
Linea De Bella,Linea De Bella Bois D'Argent (U) Edp 30ml,65.00,,wrangle from name,wrangle from name,,Perfumery&Co,3.7,590
LACOSTE,Eau De Lacoste EDP 90ml,275.63,113.00,wrangle from name,wrangle from name,,Fragrance House,3.5,246
MUMUSO,Cute Animal Perfume Spray 4.3 x 2.3 x 7.9cm,"AED, ,16.90, ",,wrangle from name,wrangle from name,,MUMUSO,4.2,321
BOUCHERON,Quatre EDP 100ml,286.00,135.40,wrangle from name,wrangle from name,,Perfumery&Co,3.7,590
EMETEN,Architecture Sahn Perfume 80ml,"AED, ,100.00","AED, ,49.31, ",wrangle from name,wrangle from name,,SuperStyle,3.8,417
VERSACE,Eros EDP 200ml,"AED, ,599.00","AED, ,274.80, ",wrangle from name,wrangle from name,,Perfumery&Co,3.7,590
Niya,Amber Musk (Zest) EDP 100ml,99.00,45.00,wrangle from name,wrangle from name,,noon,4,48.9K
Afnan,Dahaab Saafi EDP 100ml,"AED, ,69.85, ",,wrangle from name,wrangle from name,,noon,4,7.7K
MARLY,Delina Royal Essence EDP 75ml,1125.00,754.60,wrangle from name,wrangle from name,,noon,4,7.7K
Classic Perfumes,Imaan EDP 100ml,28.00,21.00,wrangle from name,wrangle from name,,noon Bazaar,3.6,1.7K
Lattafa,Maahir EDP 100ml,"AED, ,62.00","AED, ,60.80, ",wrangle from name,wrangle from name,,Perfumery&Co,3.7,590
MARGOUN,Bliss EDP Perfume 85ml,900.00,245.00,wrangle from name,wrangle from name,,MG.Store,3,2.3K
VERSACE,Eros Flame EDP 100ml,"AED, ,550.00","AED, ,177.70, ",wrangle from name,wrangle from name,,noon,4,7.7K
GUCCI,Bloom Nettare Di Fiori EDP 100ml,575.00,182.20,wrangle from name,wrangle from name,,MANIFESTO,1.5,55
CAROLINA HERRERA,212 VIP EDP 80ml,"AED, ,435.00","AED, ,192.10, ",wrangle from name,wrangle from name,,noon,4,7.7K
Roberto Cavalli,Roberto Cavalli EDP 75ml,"AED, ,490.00","AED, ,127.25, ",wrangle from name,wrangle from name,,Perfumery&Co,3.7,590
RALPH LAUREN,Ralph Lauren EDP 100ml,"AED, ,429.00","AED, ,247.05, ",wrangle from name,wrangle from name,,DJperfumes,3.5,1.7K
CAROLINA HERRERA,212 VIP NYC EDP 50ml,"AED, ,310.00","AED, ,135.85, ",wrangle from name,wrangle from name,,noon,4,7.7K
Giorgio,Black-1389 Essenza EDP 100ml,"AED, ,98.00","AED, ,37.70, ",wrangle from name,wrangle from name,,Giorgio Perfumes Original,4,23
Dehen w 3oood,Dehen Oud Shaikha 3ml,"AED, ,100.00, ",,wrangle from name,wrangle from name,,Dehen_w_3oood,4.8,32
SWISS ARABIAN,Primal Code EDP 100ml,"AED, ,172.00","AED, ,150.00, ",wrangle from name,wrangle from name,,Swiss Arabian Perfumes,4.3,76
Alexandre J,Altesse Mysore EDP 100ml,407.00,160.20,wrangle from name,wrangle from name,,noon,4,7.7K
Dolce & Gabbana,Velvet Pure EDP 150ml,"AED, ,880.00","AED, ,438.70, ",wrangle from name,wrangle from name,,Perfumery&Co,3.7,590
Mancera,Musky Garden EDP 120ml,775.00,246.70,wrangle from name,wrangle from name,,Perfumery&Co,3.7,590
Amazing Creation,Desert Oud Perfume EDP 100ml,"AED, ,105.00","AED, ,104.95, ",wrangle from name,wrangle from name,,noon,4,7.7K
Amazing Creation,Black Saffron Perfume EDP 100ml,"AED, ,105.00","AED, ,104.95, ",wrangle from name,wrangle from name,,noon,4,7.7K
